# qsq, xbj, y, sigmar, sig_err, staterruncor, tot_noproc, relative_err
1.5 0.0005 0.029644 0.54727 0.0422254 0.490391
2.0 0.0005 0.039526 0.57473 0.0156527 0.562802
2.7 0.0005 0.05336 0.64484 0.011883 0.644362
3.5 0.0005 0.06917 0.74923 0.0123658 0.719718
4.5 0.0005 0.088933 0.79708 0.0118368 0.796732
6.5 0.0005 0.12846 0.93276 0.0150812 0.916231
8.5 0.0005 0.16798 1.0137 0.0148551 1.0079
10.0 0.0005 0.19763 1.0581 0.0244029 1.06495
12.0 0.0005 0.23715 1.1453 0.0129713 1.12985
15.0 0.0005 0.29644 1.2068 0.0133151 1.20953
18.0 0.0005 0.35573 1.2806 0.014898 1.27345
22.0 0.0005 0.43478 1.3823 0.0212939 1.34017
27.0 0.0005 0.5336 1.4108 0.0188402 1.39959
35.0 0.0005 0.6917 1.4719 0.0372479 1.44959
